0,1,2,3,4,5,6,7,8,9,10,11,12
0.6,909,31,545,44,1473,58,1131,436,14.6,36.0,0.5947,1.5
1.0,1038,57,684,85,1220,93,1279,688,14.4,38.5,0.6291,3.5
3.1,1636,342,1168,207,721,110,1926,1438,13.8,58.2,0.9129,15.6
4.1,1580,644,1295,230,639,115,1957,1489,13.2,61.1,0.9256,19.9
2.2,1262,216,924,181,872,125,1576,1093,10.4,74.4,0.9384,8.6
1.7,1197,117,837,144,957,118,1498,965,11.5,71.0,0.9582,6.5
1.9,1277,156,886,140,902,109,1579,1004,12.2,70.0,0.9924,7.7
2.9,1430,332,1025,204,779,123,1772,1166,12.3,73.3,1.0442,11.3
2.2,1242,232,944,149,846,114,1638,991,11.3,78.1,1.0411,9.1
2.6,1349,295,1023,171,804,114,1748,1054,13.6,69.2,1.0746,11.2
3.1,1390,386,1100,195,755,119,1799,1192,14.9,59.3,0.9974,13.5
2.3,1224,278,980,152,850,111,1637,1055,15.7,50.9,0.8997,10.1
2.4,1253,263,1026,128,810,103,1681,1048,15.2,52.9,0.9087,11.3
2.8,1312,322,1041,121,821,103,1712,1073,15.5,50.8,0.8881,11.8
2.7,1254,226,1033,142,819,107,1669,1068,14.3,52.9,0.8581,11.5
2.3,1198,221,953,131,882,105,1588,1019,13.2,56.0,0.8446,9.3
1.5,1060,109,787,81,1044,91,1418,833,12.6,57.0,0.8315,5.5
1.4,1050,105,769,60,1078,79,1409,759,12.3,57.8,0.8224,5.1
1.2,1029,84,754,57,1098,79,1395,749,12.0,58.4,0.8164,4.8
1.6,1143,106,825,96,986,86,1477,978,12.0,61.6,0.8593,6.3
1.2,1044,100,770,85,1031,70,1425,944,11.5,63.9,0.8652,5.1
1.1,1034,71,716,50,1085,55,1405,891,10.7,67.2,0.863,4.1
0.7,909,44,615,57,1237,49,1322,790,10.2,66.6,0.8299,2.4
0.9,996,45,648,64,1176,50,1340,852,11.0,63.7,0.8325,2.9
1.7,1154,134,876,153,1002,67,1561,987,9.6,68.8,0.8243,7.4
4.2,1510,505,1291,342,675,94,1949,1435,9.5,69.6,0.8273,19.8
6.2,1722,1042,1595,378,539,119,2439,1798,11.9,60.9,0.8455,31.9
4.6,1512,737,1323,304,631,139,2001,1677,16.2,48.6,0.8892,21.0
2.8,1258,375,1040,192,800,113,1701,1282,19.2,39.6,0.8693,11.7
1.6,1094,124,850,130,970,88,1489,871,19.7,38.4,0.8743,6.8
1.7,1129,137,875,106,974,73,1524,759,20.6,36.7,0.8797,7.4
1.7,1125,179,924,102,937,73,1542,790,21.8,33.9,0.8771,8.6
3.3,1308,388,1193,163,793,106,1193,1187,23.6,27.5,0.7913,16.4
4.2,1529,589,1331,211,700,132,2028,1399,22.8,32.1,0.8814,21.2
5.5,1592,840,1429,267,624,164,2089,1644,20.8,36.7,0.8878,25.0
4.9,1536,655,1302,269,666,161,1922,1599,18.3,40.9,0.8493,20.2
2.5,1192,254,1007,154,827,124,1604,1223,16.8,44.0,0.8341,10.8
2.0,1186,188,976,127,844,113,1570,1200,15.8,48.0,0.8569,9.9
2.0,1203,120,920,122,898,103,1529,1118,14.9,52.0,0.8757,8.5
2.0,1139,157,899,126,921,104,1514,1067,14.1,54.4,0.8701,8.0
1.3,1072,88,795,84,986,93,1442,1048,13.3,58.8,0.8922,5.6
1.0,954,68,667,58,1180,60,1350,718,13.3,60.9,0.9229,3.2
0.7,968,51,628,56,1197,66,1372,737,11.3,72.9,0.9738,2.6
1.1,1067,93,727,91,1055,82,1448,903,11.4,71.8,0.9671,4.3
2.6,1386,284,1083,159,798,109,1833,1159,11.9,73.7,1.0254,13.0
3.9,1474,486,1306,190,634,114,2060,1365,12.6,70.2,1.0221,20.3
5.0,1569,798,1316,249,634,139,2054,1510,13.6,65.3,1.0136,20.7
3.3,1375,524,1177,196,706,127,1898,1386,16.9,52.3,1.0013,15.9
2.9,1328,468,1123,180,738,127,1821,1368,19.4,44.1,0.9855,14.2
3.1,1341,454,1176,167,748,135,1825,1347,22.9,33.8,0.9322,15.9
3.0,1297,461,1183,159,765,130,1773,1242,23.6,31.3,0.9001,16.1
2.7,1303,391,1139,152,790,126,1761,1138,24.7,30.5,0.9371,14.7
2.7,1281,337,1116,149,809,121,1703,1080,26.1,27.3,0.9101,14.0
2.6,1248,297,1103,143,872,122,1632,1002,27.6,22.8,0.8288,13.6
3.7,1382,588,1288,185,778,138,1799,1212,26.9,22.3,0.7792,19.7
4.5,1491,721,1385,223,685,165,1915,1486,24.3,30.1,0.9012,23.3
4.7,1620,710,1407,215,641,154,2052,1567,21.2,40.1,0.9978,24.1
5.5,1693,787,1439,271,618,168,2083,1723,19.4,42.5,0.9483,25.4
3.0,1374,415,1121,180,771,146,1685,1399,18.5,43.0,0.9074,14.1
1.9,1287,245,982,115,841,124,1582,1291,17.8,47.0,0.9467,10.1
2.3,1408,294,1052,149,761,124,1684,1443,16.8,53.2,1.01,12.1
1.6,1254,139,941,98,828,106,1566,1270,17.1,51.8,0.999,9.0
1.3,1141,98,827,73,936,88,1488,1110,16.2,54.2,0.9933,6.3
1.2,1141,88,777,69,986,83,1455,1060,15.1,58.2,0.9886,5.3
0.8,986,57,651,60,1145,74,1380,891,14.5,58.0,0.9488,3.0
0.8,1005,57,673,56,1103,64,1387,905,13.7,61.6,0.9631,3.3
0.9,1041,60,683,73,1112,69,1398,899,13.9,59.6,0.9408,3.5
2.0,1272,200,959,159,846,91,1660,1136,13.3,61.7,0.9399,9.5
3.0,1436,451,1154,203,704,96,1872,1391,15.1,55.8,0.9486,15.2
3.1,1472,422,1126,211,720,106,1816,1460,17.0,50.5,0.9684,14.3
3.1,1461,424,1127,236,703,124,1836,1451,15.6,57.4,1.0075,14.3
3.0,1430,339,1107,228,713,121,1853,1409,16.6,55.2,1.0382,13.7
3.2,1498,445,1171,206,684,114,1942,1434,17.0,54.3,1.0434,15.7
3.1,1454,535,1162,188,682,114,1915,1457,18.0,51.5,1.0552,15.4
2.5,1402,278,1069,158,733,106,1793,1325,19.5,47.5,1.0653,12.6
2.1,1327,256,971,124,803,89,1705,1120,21.6,41.7,1.0606,9.8
2.0,1273,245,963,98,832,82,1662,931,22.2,38.3,1.0106,9.6
3.2,1457,458,1190,160,678,111,1877,1212,20.3,42.8,1.0053,16.3
4.1,1543,710,1290,194,631,132,2011,1353,19.7,45.4,1.0312,19.8
3.9,1499,678,1239,174,651,121,1957,1359,18.8,47.5,1.0199,18.0
3.1,1378,436,1102,157,742,116,1796,1273,17.9,49.4,1.0064,13.6
2.0,1243,178,928,109,852,100,1622,1079,17.5,50.9,1.009,8.7
1.7,1196,160,885,85,884,89,1589,973,17.4,51.8,1.023,7.7
1.6,1137,177,869,90,890,92,1554,951,17.0,53.9,1.0363,7.3
1.0,1015,101,718,61,1065,71,1428,714,16.6,55.4,1.0408,4.1
0.8,978,66,635,36,1188,51,1382,579,15.9,57.0,1.0224,2.7
0.5,933,40,547,25,1357,39,1336,542,15.0,59.2,1.0059,1.5
0.5,908,39,569,24,1303,35,1360,526,14.1,61.6,0.9883,1.8
0.8,980,62,677,73,1141,64,1435,659,14.6,58.8,0.9711,3.4
1.7,1236,120,920,164,880,94,1641,1012,14.4,58.9,0.9594,8.5
4.5,1664,599,1407,329,594,134,2198,1564,15.3,55.2,0.9538,24.1
6.2,1757,1084,1636,302,494,129,2560,1806,16.2,52.5,0.9576,33.7
4.4,1524,776,1350,256,588,125,2096,1604,18.4,46.3,0.9734,22.0
2.9,1329,470,1119,182,707,107,1823,1288,19.6,41.8,0.9407,14.1
1.6,1167,169,884,105,881,78,1580,931,20.2,40.1,0.937,7.6
2.6,1369,304,1132,136,715,91,1818,1162,20.9,36.6,0.8939,14.5
2.9,1284,405,1103,167,755,116,1704,1064,20.4,34.7,0.8229,13.6
2.5,1221,297,1032,166,811,131,1630,913,19.3,35.4,0.7813,11.5
1.9,1096,220,947,115,872,113,1519,684,18.6,36.9,0.7829,9.2
1.9,1143,226,988,109,849,98,1590,710,18.8,36.8,0.7883,10.3
2.7,1251,456,1116,143,760,116,1716,923,17.5,40.6,0.8068,14.0
3.0,1268,470,1148,159,728,120,1776,1006,16.8,44.3,0.8428,15.0
3.3,1314,503,1150,181,726,126,1784,1083,16.3,47.7,0.8746,15.1
3.2,1315,459,1142,178,724,126,1807,1161,15.6,50.7,0.8947,14.8
1.8,1095,227,918,91,896,90,1527,800,15.7,49.4,0.8768,8.5
1.3,1027,152,808,76,996,81,1458,647,15.8,48.6,0.8653,5.9
1.1,1012,94,752,66,1053,74,1393,649,15.7,47.0,0.8325,4.8
0.9,948,93,710,56,1127,67,1352,575,15.7,45.9,0.8121,4.0
0.7,889,49,603,35,1308,46,1271,455,15.6,44.9,0.792,2.3
0.4,830,30,538,21,1475,30,1214,392,15.6,44.4,0.7827,1.4
0.3,804,30,468,12,1826,19,1166,320,15.7,45.4,0.8063,0.7
0.3,824,32,478,22,1705,32,1200,331,15.3,50.1,0.8617,0.8
0.8,1000,59,688,55,1257,61,1398,426,14.2,58.6,0.9443,3.6
2.8,1307,277,1082,152,777,111,1769,830,14.3,58.2,0.9431,12.9
3.1,1286,454,1171,153,716,102,1821,1006,15.0,52.0,0.8817,15.7
2.3,1150,211,925,152,865,116,1576,820,13.6,61.4,0.9519,8.6
1.6,1087,196,876,112,911,96,1554,737,16.1,53.1,0.9675,7.4
1.5,1016,110,839,119,991,97,1448,790,16.6,44.3,0.8294,6.6
1.6,1029,164,892,122,937,110,1474,760,17.4,40.3,0.7922,7.8
1.8,1109,151,943,115,883,103,1604,767,18.1,42.2,0.8679,9.1
1.4,997,112,817,84,1030,79,1426,626,14.4,51.8,0.8433,6.1
1.9,1177,117,880,146,927,104,1552,776,10.9,76.4,0.9953,7.5
1.2,1045,120,808,65,1038,69,1421,589,16.4,47.7,0.8819,5.9
2.3,1171,251,1073,120,847,96,1623,872,18.0,37.1,0.7598,12.7
3.3,1221,435,1101,185,799,121,1700,996,14.7,48.7,0.8089,13.5
3.1,1262,345,1133,157,774,129,1748,1033,11.3,71.3,0.9514,14.5
3.3,1207,343,1013,174,876,116,1632,982,10.0,74.0,0.9087,11.0
1.2,956,62,666,62,1235,71,1282,518,9.8,71.8,0.8702,3.2
1.3,1020,70,727,81,1153,85,1391,631,9.3,75.2,0.8796,4.3
1.9,1107,114,861,118,957,101,1510,879,9.6,76.0,0.9088,7.1
1.4,1020,88,752,95,1074,97,1398,839,9.3,75.0,0.8799,4.8
1.5,1051,95,798,84,1016,89,1455,876,9.0,76.7,0.8825,5.7
1.1,965,83,716,56,1087,72,1383,827,8.2,79.6,0.8672,4.1
0.8,869,68,642,69,1291,62,1288,723,8.1,72.1,0.7798,2.8
1.1,939,59,754,74,1169,64,1384,797,8.1,70.4,0.7609,4.8
2.6,1274,226,1109,161,820,80,1723,1138,8.1,70.5,0.7627,13.8
5.1,1512,802,1482,308,596,118,2189,1605,9.9,64.3,0.7859,27.1
4.2,1435,585,1271,300,676,130,1885,1569,13.0,54.2,0.809,19.1
2.6,1207,324,1041,189,813,113,1620,1319,16.5,42.6,0.7912,11.7
2.4,1223,308,1075,164,818,112,1678,1198,19.3,34.2,0.7566,12.7
2.1,1121,238,1026,122,865,96,1541,958,21.5,27.4,0.6941,11.3
2.6,1176,301,1123,166,816,125,1609,1068,20.4,26.7,0.6323,14.2
2.8,1144,294,1114,181,845,128,1551,1010,20.6,22.6,0.5432,13.9
2.5,1136,353,1089,127,856,101,1552,928,20.6,24.8,0.5931,13.2
1.9,1085,209,1004,106,888,95,1454,816,21.0,25.4,0.6264,10.7
3.6,1297,538,1287,192,723,138,1798,1216,21.5,24.5,0.6203,19.7
4.6,1408,808,1404,241,646,154,1972,1463,19.3,28.6,0.6357,24.0
6.3,1618,974,1530,326,579,171,2167,1791,18.0,32.9,0.6737,29.1
4.3,1319,544,1172,232,746,136,1699,1425,15.8,39.8,0.7096,15.8
1.6,1045,138,857,92,968,93,1410,922,15.3,41.5,0.7194,7.0
1.4,1058,92,824,95,993,99,1411,971,14.1,46.0,0.7363,6.3
2.3,1176,169,917,157,866,95,1560,1151,12.0,67.9,0.9523,8.4
1.3,1047,77,783,83,1014,79,1449,975,12.0,66.9,0.9336,5.4
1.7,1116,98,854,118,929,78,1533,1034,11.5,70.1,0.9503,6.9
1.7,1074,102,832,101,951,75,1507,980,11.4,69.8,0.939,6.4
0.8,898,69,669,46,1163,52,1386,807,10.8,70.3,0.9092,3.3
1.0,970,89,708,81,1121,55,1435,842,10.2,73.4,0.9129,4.0
1.4,1073,134,812,112,988,65,1500,950,10.8,70.5,0.9142,6.0
1.7,1081,157,906,150,895,72,1591,1024,11.0,71.0,0.9279,8.2
2.0,1159,167,976,138,837,76,1663,1098,12.4,64.0,0.9206,9.9
2.0,1112,157,931,124,869,84,1588,1011,15.0,53.1,0.8993,8.8
1.9,1112,172,917,124,897,90,1542,931,16.6,44.4,0.8313,8.4
2.1,1063,114,877,115,971,89,1481,811,18.0,38.4,0.7862,7.5
1.8,1032,166,892,101,973,87,1457,756,20.6,30.0,0.7213,7.8
1.5,936,94,829,90,1054,88,1336,607,19.9,26.7,0.6137,6.4
1.3,883,108,766,90,1152,81,1238,498,19.8,23.1,0.5283,5.1
1.4,942,98,852,89,1055,89,1318,540,21.4,22.7,0.5722,6.9
1.5,943,132,850,92,1084,91,1296,544,22.1,21.3,0.5605,6.8
1.7,1007,144,875,103,1027,104,1357,620,21.1,24.5,0.604,7.4
2.0,1037,165,927,122,949,111,1426,740,18.3,31.6,0.6562,8.7
2.5,1127,210,1022,159,871,129,1534,921,16.1,35.0,0.6372,11.2
2.4,1123,277,996,172,861,133,1551,1033,14.8,41.5,0.6929,10.5
2.0,1110,168,909,125,916,115,1487,984,13.2,50.3,0.7577,8.2
2.9,1247,248,1037,187,812,125,1618,1193,12.3,55.5,0.7916,11.6
2.5,1220,235,967,174,844,117,1545,1219,11.8,56.6,0.7833,9.7
1.4,1028,84,770,75,1047,84,1326,913,11.2,56.2,0.7469,5.1
1.2,978,75,711,48,1144,63,1304,750,11.0,56.6,0.7418,4.0
1.0,949,62,694,61,1160,68,1310,772,9.3,64.3,0.7531,3.7
0.7,836,38,643,38,1244,49,1306,727,7.7,70.7,0.7463,2.9
0.8,856,44,644,41,1259,49,1301,746,7.4,71.0,0.7346,2.9
0.9,888,60,651,51,1240,52,1298,733,8.2,66.6,0.7283,3.0
1.1,912,88,694,61,1196,58,1343,727,8.7,64.3,0.7267,3.7
1.0,938,70,706,47,1177,51,1320,642,13.0,47.9,0.7116,3.9
1.6,1053,94,823,87,1040,77,1386,810,17.4,35.4,0.699,6.2
1.8,1087,126,870,107,1014,90,1412,851,20.2,29.2,0.683,7.3
2.6,1153,181,945,161,969,118,1425,911,22.7,22.9,0.6224,9.2
1.1,894,66,710,61,1209,70,1200,611,22.3,22.4,0.5955,4.0
0.6,797,54,606,26,1452,35,1076,368,22.2,18.9,0.4993,2.3
0.9,854,48,658,42,1409,46,1108,369,22.0,19.0,0.4969,3.1
1.0,892,66,665,55,1348,58,1150,394,21.0,23.6,0.5788,3.2
1.2,935,65,672,65,1299,61,1183,415,19.6,27.4,0.6162,3.3
1.4,989,68,709,75,1225,80,1233,469,17.9,30.8,0.6258,4.0
2.0,1063,118,797,93,1079,93,1285,607,16.4,35.3,0.6532,5.7
1.1,922,65,674,63,1220,78,1205,498,15.6,37.5,0.6575,3.4
1.1,925,63,680,60,1223,76,1217,481,15.5,36.7,0.6438,3.5
1.1,924,61,648,63,1272,74,1186,465,14.5,39.0,0.6428,2.9
1.1,914,63,661,66,1256,81,1187,478,14.2,38.2,0.6163,3.1
0.7,840,31,556,41,1474,58,1094,366,13.7,38.3,0.5957,1.6
0.6,799,29,514,42,1615,59,1036,332,14.1,34.0,0.5442,1.1
0.7,856,34,581,36,1448,54,1111,346,14.6,34.0,0.5605,2.0
0.3,753,9,462,16,1822,25,955,274,13.9,30.9,0.4868,0.7
0.3,785,14,448,16,1923,26,1003,263,13.5,37.9,0.5852,0.5
0.4,835,23,472,33,1756,49,1117,314,13.9,43.6,0.6871,0.7
0.5,865,36,494,39,1613,53,1185,367,13.5,50.1,0.7706,0.9
0.6,922,39,541,45,1453,57,1246,432,13.3,53.6,0.8169,1.5
0.8,975,38,598,63,1268,73,1293,536,13.4,56.0,0.8576,2.2
1.0,1040,55,646,71,1210,78,1325,555,13.0,59.6,0.886,2.9
1.3,1115,75,707,104,1105,93,1384,677,12.7,62.7,0.9173,3.9
1.1,1004,64,641,85,1201,71,1305,557,12.1,60.5,0.8505,2.8
0.6,895,39,536,53,1415,56,1229,421,11.2,64.4,0.8537,1.4
0.7,917,42,563,58,1415,60,1257,423,10.7,67.6,0.8703,1.7
1.2,1025,78,689,89,1189,77,1325,519,11.4,61.2,0.8236,3.6
1.4,1035,69,660,96,1222,82,1301,533,9.9,70.5,0.8581,3.1
1.2,1025,67,682,88,1197,77,1313,537,10.3,65.2,0.8151,3.5
1.3,1040,83,705,100,1149,91,1324,612,11.0,58.9,0.7714,3.9
1.8,1070,79,776,127,1065,93,1369,697,10.6,59.5,0.7595,5.2
1.2,964,68,692,88,1176,82,1292,573,10.6,57.7,0.7362,3.7
0.8,904,56,635,66,1269,74,1233,489,10.6,56.1,0.7149,2.7
0.8,913,49,626,61,1271,68,1234,474,10.3,58.0,0.7239,2.6
0.8,914,56,610,54,1322,65,1230,455,10.4,58.4,0.7352,2.4
0.7,893,48,587,46,1368,58,1219,433,10.7,58.2,0.7459,2.0
0.5,844,27,532,25,1499,36,1176,376,10.5,59.9,0.7624,1.3
0.3,837,29,518,18,1581,29,1182,360,10.5,60.8,0.7704,1.2
0.3,825,47,489,21,1565,28,1171,363,11.1,60.1,0.7925,0.9
0.7,956,66,656,76,1251,68,1356,525,10.1,68.4,0.8443,3.1
1.6,1124,163,853,149,960,99,1531,873,10.0,68.7,0.8456,6.9
3.9,1496,524,1272,328,667,130,2011,1399,11.0,64.2,0.8398,19.1
4.5,1452,657,1354,282,620,128,2057,1501,12.0,58.1,0.8138,22.1
2.7,1172,324,1042,206,797,120,1641,1186,12.8,52.0,0.7643,11.8
1.6,1020,144,871,133,956,93,1426,911,12.6,50.8,0.7387,7.3
1.6,1044,135,900,137,934,96,1471,919,13.8,47.4,0.7435,8.0
1.6,1020,140,866,116,972,84,1429,791,15.1,42.7,0.7294,7.2
1.5,1009,141,885,112,994,87,1439,751,16.3,38.1,0.7006,7.7
1.8,1073,181,966,128,935,87,1537,805,16.6,36.7,0.6867,9.7
2.1,1098,227,971,145,877,103,1527,966,15.8,40.5,0.7241,9.8
1.7,1061,149,887,110,920,88,1462,869,16.3,41.8,0.7712,7.7
3.0,1289,425,1158,184,755,118,1791,1196,16.1,42.8,0.7783,15.3
4.6,1442,669,1337,243,630,134,2004,1523,15.3,46.8,0.8074,21.5
5.0,1479,680,1343,259,631,144,1995,1579,14.7,47.0,0.7815,21.7
3.5,1266,446,1138,205,726,129,1747,1370,14.1,49.6,0.7931,14.6
2.1,1149,205,952,144,845,108,1577,1204,13.5,54.1,0.8351,9.3
2.1,1168,194,954,152,843,104,1586,1201,12.3,59.2,0.8461,9.4
1.5,1079,115,847,108,925,90,1463,1122,11.6,62.2,0.851,6.8
1.1,1047,74,760,64,1032,74,1379,1003,11.5,61.4,0.8303,4.9
0.9,936,85,705,73,1086,73,1364,918,10.9,64.6,0.8395,3.9
0.7,900,66,635,47,1207,60,1307,836,11.1,63.2,0.8331,2.7
0.9,905,47,670,79,1191,62,1346,820,10.2,65.8,0.8196,3.3
1.6,1079,116,875,113,947,71,1535,998,10.3,65.6,0.8225,7.4
3.9,1417,478,1246,263,669,94,1921,1403,10.8,64.0,0.8307,18.2
5.0,1529,836,1497,275,569,99,2278,1641,13.3,55.6,0.8453,27.7
4.3,1397,655,1248,263,659,119,1906,1534,15.8,46.8,0.8328,18.3
2.7,1214,312,1061,183,780,103,1662,1257,19.5,34.4,0.7738,12.3
2.1,1109,195,935,147,882,95,1518,1026,21.1,30.2,0.745,8.9
2.1,1122,238,993,132,859,95,1571,993,18.4,34.2,0.7185,10.4
3.9,1489,536,1270,309,633,114,1889,1638,13.5,53.4,0.8196,19.1
3.8,1451,481,1219,327,661,127,1804,1633,15.0,49.3,0.8364,17.3
3.8,1454,460,1225,299,661,135,1809,1654,17.1,42.1,0.812,17.5
3.9,1392,597,1210,257,689,135,1792,1559,18.4,36.9,0.7758,17.0
3.5,1351,465,1210,195,709,120,1783,1374,19.3,35.4,0.7824,17.0
4.0,1418,542,1282,231,681,129,1890,1418,19.2,35.7,0.7826,19.5
3.0,1303,437,1143,170,748,114,1734,1228,21.5,30.4,0.7677,14.8
3.1,1292,383,1116,192,746,129,1676,1293,19.6,34.6,0.7807,14.0
5.2,1560,778,1413,251,594,149,2046,1642,19.6,35.5,0.8017,24.4
5.9,1765,926,1507,289,533,149,2271,1895,18.3,44.1,0.9183,28.1
7.3,1875,1189,1637,351,482,158,2446,2086,17.4,47.8,0.9392,33.7
6.1,1746,824,1409,319,553,148,2119,1898,16.8,49.8,0.9446,24.2
4.6,1607,660,1290,264,587,134,1960,1758,16.2,53.2,0.9723,19.8
2.5,1277,203,952,144,802,111,1607,1284,14.9,59.1,0.9928,9.3
2.2,1207,136,868,119,877,106,1532,1075,13.9,64.0,1.013,7.3
2.0,1209,114,863,120,882,108,1547,1084,13.7,66.8,1.041,7.1
1.9,1189,110,844,96,887,93,1566,1049,13.4,69.6,1.0688,6.7
1.6,1132,127,810,77,899,83,1532,1021,12.8,71.9,1.0632,6.0
1.0,1033,70,686,63,1030,69,1420,948,11.9,74.8,1.038,3.6
1.2,1075,93,782,97,941,77,1505,988,11.6,76.4,1.0415,5.4
2.0,1242,179,978,180,778,87,1686,1184,11.7,75.3,1.0325,10.0
4.5,1657,523,1384,352,579,109,2176,1600,12.8,71.0,1.0428,23.2
4.1,1406,546,1258,279,636,116,1890,1495,13.8,61.1,0.9595,18.7
2.6,1150,251,973,186,827,105,1590,1188,15.3,51.4,0.8886,9.9
2.3,1184,222,983,169,823,106,1604,1166,16.6,48.7,0.9146,10.2
2.6,1223,212,1014,172,781,108,1666,1219,17.6,46.7,0.9324,11.0
2.4,1196,263,997,127,802,100,1644,1128,19.2,42.7,0.9425,10.5
4.3,1559,535,1267,230,653,149,2047,1373,15.7,62.5,1.1092,18.9
4.6,1544,609,1266,280,613,148,2066,1415,14.5,75.7,1.2425,18.9
4.0,1485,449,1223,242,650,126,1980,1302,14.4,77.4,1.2654,17.5
4.7,1498,536,1230,250,649,140,1963,1308,14.6,74.9,1.2391,17.7
5.7,1593,743,1378,309,582,142,2159,1449,14.6,76.0,1.2573,23.0
5.2,1529,575,1309,270,627,141,2083,1385,14.0,76.3,1.2166,20.4
6.4,1689,783,1474,323,560,149,2298,1492,13.9,78.0,1.2303,26.8
6.0,1535,706,1295,307,627,140,2039,1380,13.8,78.0,1.2229,19.9
3.4,1304,299,1067,224,737,117,1811,1167,13.5,79.4,1.2224,12.5
2.7,1235,159,963,166,803,103,1680,1095,13.1,80.1,1.2016,9.6
3.1,1281,171,977,171,794,99,1695,1105,12.8,81.0,1.1915,10.0
2.6,1167,162,904,169,846,100,1627,1051,12.7,80.6,1.1819,8.1
2.2,1134,111,863,120,869,88,1599,1009,12.5,81.8,1.1838,7.1
1.9,1100,134,829,103,887,83,1565,972,12.7,81.2,1.1849,6.4
0.6,852,46,646,59,1186,59,1321,793,14.2,52.2,0.8413,2.9
0.8,923,56,757,72,1041,67,1418,906,14.3,55.4,0.9003,4.9
4.0,1490,452,1368,244,627,95,2119,1541,14.0,58.0,0.9202,22.6
5.6,1662,880,1576,351,523,123,2417,1861,15.4,53.3,0.9289,31.1
5.0,1553,759,1354,358,621,142,2030,1895,19.1,42.1,0.9233,22.1
3.2,1423,394,1247,245,706,142,1887,1684,23.7,31.0,0.8968,18.3
3.8,1458,639,1350,240,677,169,1947,1731,26.9,25.7,0.8942,22.0
3.3,1349,541,1299,179,728,142,1838,1402,29.7,20.6,0.8478,20.1
3.0,1326,468,1265,160,757,136,1835,1246,29.2,21.5,0.8573,18.9
3.2,1356,483,1312,174,729,147,1865,1342,29.6,20.1,0.8181,20.6
4.4,1460,682,1438,260,680,196,1953,1489,30.0,19.4,0.81,25.3
4.6,1497,698,1449,281,679,186,1985,1532,29.5,20.1,0.8136,25.8
5.2,1645,832,1566,284,599,177,2228,1909,27.0,26.8,0.9403,30.6
4.8,1557,872,1483,250,615,164,2087,1757,24.9,30.8,0.954,27.1
5.6,1747,899,1608,281,557,161,2335,1983,23.1,36.7,1.0244,32.5
4.6,1482,692,1319,230,660,146,1975,1703,21.5,40.8,1.0333,20.8
1.8,1211,145,1010,98,816,98,1619,1246,20.5,41.5,0.9864,10.9
2.2,1294,208,1083,121,770,108,1687,1321,19.2,44.9,0.9875,13.0
2.0,1300,204,1043,110,777,107,1659,1375,18.8,47.7,1.0221,11.8
2.8,1402,240,1098,161,736,113,1729,1456,18.2,49.7,1.0284,13.4
2.6,1349,251,1097,148,707,100,1763,1442,16.1,57.4,1.0451,13.4
1.8,1161,173,938,109,827,87,1597,1243,16.3,55.3,1.0178,9.0
0.7,933,65,697,71,1045,65,1403,937,14.8,57.7,0.9644,3.7
0.9,1021,119,800,75,931,64,1483,1019,14.0,59.7,0.9499,5.7
1.5,1134,151,979,106,794,73,1639,1140,14.6,56.8,0.9385,10.0
2.5,1311,305,1147,166,681,86,1838,1351,16.7,51.9,0.9788,15.0
3.0,1409,415,1169,188,685,105,1874,1459,20.0,45.0,1.039,15.6
2.6,1301,321,1059,161,787,107,1727,1297,23.9,33.7,0.9837,12.3
2.6,1354,358,1130,139,765,114,1808,1291,26.8,29.5,1.0209,14.4
2.6,1391,350,1136,134,738,105,1840,1296,27.2,32.4,1.1493,14.6
1.9,1200,238,929,84,879,74,1623,972,26.9,32.1,1.1217,8.7
2.0,1338,215,1016,98,798,95,1766,1194,24.3,41.8,1.2561,11.0
1.7,1223,192,938,91,884,89,1610,880,25.6,36.0,1.1629,9.0
1.9,1278,205,1003,99,845,95,1691,909,27.0,31.8,1.1176,10.7
1.8,1257,165,973,90,860,93,1634,839,27.5,31.6,1.1417,9.9
2.8,1497,283,1171,147,725,123,1899,1248,24.9,38.1,1.1838,15.7
3.5,1567,467,1280,177,661,134,1970,1476,23.4,39.7,1.1276,19.4
3.4,1503,485,1203,162,651,126,1863,1502,21.2,50.8,1.2631,16.8
2.0,1169,202,850,88,906,79,1584,873,15.6,73.5,1.2953,6.8
1.1,1007,64,650,53,1157,54,1404,528,12.9,79.7,1.1774,3.0
1.3,1004,71,667,68,1157,69,1365,492,11.5,76.9,1.0436,3.2
1.2,967,84,661,61,1181,67,1321,463,12.2,66.8,0.9455,3.1
1.3,984,70,707,71,1131,73,1359,494,12.4,64.1,0.9209,3.9
1.0,931,61,689,63,1161,73,1317,503,12.7,58.7,0.8605,3.6
0.3,763,20,471,14,1783,20,1098,305,12.5,50.9,0.7346,0.7
0.5,804,31,505,34,1718,37,1148,329,12.8,49.3,0.7285,1.1
0.6,830,41,535,42,1496,50,1184,375,13.5,48.6,0.7487,1.4
0.6,833,40,553,40,1476,45,1180,373,14.4,45.9,0.7476,1.6
0.8,875,35,603,48,1370,48,1206,385,15.1,43.9,0.7487,2.3
1.0,882,44,621,61,1346,56,1216,403,16.6,38.6,0.7236,2.5
0.9,862,71,635,58,1320,58,1193,393,17.2,35.0,0.6789,2.7
1.0,863,66,636,57,1290,52,1185,388,17.4,33.9,0.6683,2.7
0.8,830,46,596,54,1389,52,1145,371,17.9,30.7,0.6234,2.2
0.7,807,50,584,41,1488,44,1104,347,18.3,27.2,0.5675,2.0
